2
71 40
-1.77778	-1	0.33224	0.971017	0.231866
-1.72699	-1	0.299975	0.958247	0.334028
-1.67619	-1	0.26612	0.941928	0.464579
-1.6254	-1	0.231968	0.922088	0.623293
-1.57461	-1	0.198557	0.898914	0.808689
-1.52381	-1	0.166661	0.872673	1
-1.47302	-1	0.136831	0.843669	1
-1.42222	-1	0.109462	0.812218	1
-1.37143	-1	0.084832	0.778632	1
-1.32064	-1	0.0631411	0.743217	1
-1.26984	-1	0.0445304	0.70627	1
-1.21905	-1	0.029098	0.668081	1
-1.16826	-1	0.0169089	0.62893	1
-1.11746	-1	0.00800112	0.58909	1
-1.06667	-1	0.0023899	0.548828	1
-1.01587	-1	7.06222e-05	0.508403	1
-0.965081	-1	0.00102055	0.46807	1
-0.914287	-1	0.0052	0.428077	1
-0.863493	-1	0.0125532	0.388664	1
-0.812699	-1	0.0230087	0.350069	1
-0.761906	-1	0.0364799	0.312519	1
-0.711112	-1	0.0528654	0.276235	1
-0.660318	-1	0.0720493	0.241431	1
-0.609525	-1	0.0939012	0.208309	1
-0.558731	-1	0.118277	0.177064	1
-0.507937	-1	0.14502	0.147879	1
-0.457143	-1	0.17396	0.120925	1
-0.40635	-1	0.204915	0.0963605	1
-0.355556	-1	0.237691	0.0743309	1
-0.304762	-1	0.272086	0.0549662	1
-0.253969	-1	0.307885	0.0383813	1
-0.203175	-1	0.344868	0.0246747	1
-0.152381	-1	0.382807	0.0139281	1
-0.101587	-1	0.421468	0.00620575	1
-0.0507937	-1	0.460613	0.00155376	1
0	-1	0.5	0	1
0.0507937	-1	0.539387	0.00155376	1
0.101587	-1	0.578532	0.00620575	1
0.152381	-1	0.617193	0.0139281	1
0.203175	-1	0.655132	0.0246747	1
0.253969	-1	0.692115	0.0383813	1
0.304762	-1	0.727914	0.0549662	1
0.355556	-1	0.762309	0.0743309	1
0.40635	-1	0.795085	0.0963605	1
0.457143	-1	0.82604	0.120925	1
0.507937	-1	0.85498	0.147879	1
0.558731	-1	0.881723	0.177064	1
0.609525	-1	0.906099	0.208309	1
0.660318	-1	0.927951	0.241431	1
0.711112	-1	0.947135	0.276235	1
0.761906	-1	0.96352	0.312519	1
0.812699	-1	0.976991	0.350069	1
0.863493	-1	0.987447	0.388664	1
0.914287	-1	0.9948	0.428077	1
0.965081	-1	0.998979	0.46807	1
1.01587	-1	0.999929	0.508403	1
1.06667	-1	0.99761	0.548828	1
1.11746	-1	0.991999	0.58909	1
1.16826	-1	0.983091	0.62893	1
1.21905	-1	0.970902	0.668081	1
1.26984	-1	0.95547	0.70627	1
1.32064	-1	0.936859	0.743217	1
1.37143	-1	0.915168	0.778632	1
1.42222	-1	0.890538	0.812218	1
1.47302	-1	0.863169	0.843669	1
